Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,Thursday Apr 1,boxscore,COL,,LAD,W,8,5,,1-0,1,Tied,González,Kershaw,Bard,3:46,D,20570,1.03,+,
2,Friday Apr 2,boxscore,COL,,LAD,L,6,11,,1-1,2,1.0,Bauer,Senzatela,,3:19,N,20363,1.08,-,
3,Saturday Apr 3,boxscore,COL,,LAD,L,5,6,,1-2,3,2.0,Treinen,Givens,Jansen,3:35,N,20688,1.04,--,
4,Sunday Apr 4,boxscore,COL,,LAD,L,2,4,,1-3,4,2.0,Urías,Gomber,Knebel,2:51,D,20368,1.07,---,
5,Tuesday Apr 6,boxscore,COL,,ARI,L,8,10,13,1-4,5,3.5,Peacock,Bowden,,4:29,N,10240,.90,----,
6,Wednesday Apr 7,boxscore,COL,,ARI,W,8,0,,2-4,4,2.5,Senzatela,Bumgarner,,2:57,N,12894,.83,+,
7,Thursday Apr 8,boxscore,COL,,ARI,W,7,3,,3-4,4,2.0,Gray,Kelly,Bard,2:51,D,10836,.95,++,
8,Friday Apr 9,boxscore,COL,@,SFG,L,1,3,,3-5,4,3.0,Cueto,Gomber,McGee,2:54,D,7390,1.00,-,
9,Saturday Apr 10,boxscore,COL,@,SFG,L,3,4,,3-6,4,4.0,Baragar,Bowden,McGee,3:13,D,6176,.93,--,
10,Sunday Apr 11,boxscore,COL,@,SFG,L,0,4,,3-7,5,5.0,DeSclafani,Márquez,,3:00,D,6560,.86,---,
11,Tuesday Apr 13,boxscore,COL,@,LAD,L,0,7,,3-8,5,6.0,Bauer,Senzatela,,3:08,N,15021,.80,----,
12,Wednesday Apr 14,boxscore,COL,@,LAD,L,2,4,,3-9,5,7.0,Knebel,Gray,Jansen,3:36,N,15093,.74,-----,
13,Thursday Apr 15,boxscore,COL,@,LAD,L,5,7,,3-10,5,8.0,Nelson,Almonte,Price,3:01,N,15129,.70,------,
14,Saturday Apr 17 (1),boxscore,COL,,NYM,L,3,4,7,3-11,5,9.0,deGrom,Bard,Díaz,2:27,D,,.52,-------,2021-04-16 (Inclement weather)
15,Saturday Apr 17 (2),boxscore,COL,,NYM,W,7,2,7,4-11,5,9.0,Márquez,Lucchesi,,2:11,N,13906,.47,+,
16,Sunday Apr 18,boxscore,COL,,NYM,L,1,2,,4-12,5,9.0,Stroman,Senzatela,Díaz,2:38,D,15082,.50,-,
17,Tuesday Apr 20,boxscore,COL,,HOU,W,6,2,,5-12,5,8.5,Gray,Garcia,,3:08,N,10144,.45,+,
18,Wednesday Apr 21,boxscore,COL,,HOU,W,6,3,,6-12,5,8.0,Gomber,Urquidy,,2:34,D,7120,.48,++,
19,Friday Apr 23,boxscore,COL,,PHI,W-wo,5,4,,7-12,5,6.5,Givens,Neris,,3:22,N,14025,.56,+++,
20,Saturday Apr 24,boxscore,COL,,PHI,L,5,7,,7-13,5,7.5,Nola,Chacín,Neris,3:11,N,20214,.60,-,
21,Sunday Apr 25,boxscore,COL,,PHI,W,12,2,,8-13,5,6.5,Gray,Anderson,,3:16,D,20244,.53,+,
22,Monday Apr 26,boxscore,COL,@,SFG,L,0,12,,8-14,5,6.5,DeSclafani,Gomber,,2:27,N,4129,.66,-,
23,Tuesday Apr 27,boxscore,COL,@,SFG,W,7,5,10,9-14,5,5.5,Bard,Santos,Estévez,3:30,N,5595,.62,+,
24,Wednesday Apr 28,boxscore,COL,@,SFG,L,3,7,,9-15,5,6.5,Wood,Márquez,,3:20,N,6163,.69,-,
25,Thursday Apr 29,boxscore,COL,@,ARI,L,3,5,,9-16,5,7.0,Smith,Stephenson,Crichton,3:01,N,6843,.58,--,
26,Friday Apr 30,boxscore,COL,@,ARI,L,2,7,,9-17,5,7.0,Bumgarner,Gray,,2:58,N,13184,.55,---,
27,Saturday May 1,boxscore,COL,@,ARI,W,14,6,,10-17,5,6.0,Gomber,Gallen,,3:41,N,15734,.52,+,
28,Sunday May 2,boxscore,COL,@,ARI,L,4,8,,10-18,5,7.0,Devenski,Bard,,3:29,D,11395,.58,-,
29,Tuesday May 4 (1),boxscore,COL,,SFG,L,4,12,7,10-19,5,7.0,Wisler,Márquez,,2:38,D,,.53,--,2021-05-03 (Inclement weather)
30,Tuesday May 4 (2),boxscore,COL,,SFG,W-wo,8,6,7,11-19,5,7.0,Bowden,Doval,,3:04,N,10213,.45,+,
31,Wednesday May 5,boxscore,COL,,SFG,W,6,5,,12-19,5,6.0,Gray,Webb,Bard,3:08,D,9521,.55,++,
32,Friday May 7,boxscore,COL,@,STL,L,0,5,,12-20,5,7.0,Flaherty,Gomber,,2:42,N,13435,.56,-,
33,Saturday May 8,boxscore,COL,@,STL,L,8,9,,12-21,5,8.0,Martínez,González,Reyes,3:39,D,13390,.51,--,
34,Sunday May 9,boxscore,COL,@,STL,L,0,2,,12-22,5,8.0,Wainwright,Márquez,Helsley,2:48,D,13380,.47,---,
35,Tuesday May 11,boxscore,COL,,SDP,L,1,8,,12-23,5,9.5,Díaz,Senzatela,,3:04,N,8825,.44,----,
36,Wednesday May 12 (1),boxscore,COL,,SDP,L,3,5,7,12-24,5,9.5,Pagán,Gray,Melancon,3:09,D,,.34,-----,2021-05-10 (Inclement weather)
37,Wednesday May 12 (2),boxscore,COL,,SDP,W-wo,3,2,8,13-24,5,9.5,Almonte,Ramirez,,2:55,N,11968,.29,+,
38,Thursday May 13,boxscore,COL,,CIN,W,13,8,,14-24,5,9.5,González,Castillo,,3:36,N,13647,.34,++,
39,Friday May 14,boxscore,COL,,CIN,W,9,6,,15-24,5,8.5,Márquez,Miley,Bard,3:20,N,20232,.36,+++,
40,Saturday May 15,boxscore,COL,,CIN,L,5,6,12,15-25,5,8.5,Sims,Santos,Hembree,4:10,N,20136,.41,-,
41,Sunday May 16,boxscore,COL,,CIN,L,6,7,,15-26,5,9.5,Doolittle,Givens,Antone,3:56,D,15541,.32,--,
42,Monday May 17,boxscore,COL,@,SDP,L,0,7,,15-27,5,10.5,Darvish,Gray,,2:55,N,15250,.34,---,
43,Tuesday May 18,boxscore,COL,@,SDP,L-wo,1,2,10,15-28,5,11.5,Johnson,Bard,,3:40,N,15250,.27,----,
44,Wednesday May 19,boxscore,COL,@,SDP,L,0,3,,15-29,5,12.5,Musgrove,González,Melancon,2:52,D,15250,.23,-----,
45,Friday May 21,boxscore,COL,,ARI,W,7,1,,16-29,5,12.0,Márquez,Frankoff,,2:45,N,18158,.16,+,
46,Saturday May 22,boxscore,COL,,ARI,W,7,6,,17-29,5,12.0,Kinley,Bumgarner,Bard,3:19,D,20183,.17,++,
47,Sunday May 23,boxscore,COL,,ARI,W-wo,4,3,,18-29,4,12.0,Bard,Crichton,,3:20,D,19221,.19,+++,
48,Monday May 24,boxscore,COL,@,NYM,W,3,2,,19-29,4,11.0,Gomber,Peterson,Estévez,2:43,N,8438,.24,++++,
49,Tuesday May 25,boxscore,COL,@,NYM,L,1,3,,19-30,4,12.0,Castro,González,Díaz,3:04,N,9190,.27,-,
50,Thursday May 27 (1),boxscore,COL,@,NYM,L,0,1,7,19-31,4,13.0,Stroman,Márquez,Díaz,1:54,D,,.22,--,2021-05-26 (Rain)
51,Thursday May 27 (2),boxscore,COL,@,NYM,L,2,4,7,19-32,4,13.0,Smith,Senzatela,Barnes,2:48,D,9569,.19,---,
52,Saturday May 29 (1),boxscore,COL,@,PIT,L,0,7,7,19-33,4,15.0,Brubaker,Gray,,2:33,D,5279,.16,----,2021-05-28 (Inclement weather)
53,Saturday May 29 (2),boxscore,COL,@,PIT,L,0,4,7,19-34,4,15.0,Keller,Gomber,,2:03,D,7183,.13,-----,
54,Sunday May 30,boxscore,COL,@,PIT,W,4,3,,20-34,4,14.0,Bard,Rodríguez,,3:36,D,7917,.10,+,
55,Tuesday Jun 1,boxscore,COL,,TEX,W-wo,3,2,11,21-34,4,13.0,Givens,Martin,,3:21,N,18028,.12,++,
56,Wednesday Jun 2,boxscore,COL,,TEX,W,6,3,,22-34,4,12.5,Senzatela,Evans,Bard,2:49,N,19289,.14,+++,
57,Thursday Jun 3,boxscore,COL,,TEX,W,11,6,,23-34,4,12.5,Gomber,Foltynewicz,,3:01,D,19150,.18,++++,
58,Friday Jun 4,boxscore,COL,,OAK,L,5,9,,23-35,4,13.5,Montas,Gray,,3:43,N,26790,.19,-,
59,Saturday Jun 5,boxscore,COL,,OAK,L,3,6,,23-36,4,14.5,Irvin,Freeland,Trivino,2:46,N,27459,.14,--,
60,Sunday Jun 6,boxscore,COL,,OAK,W,3,1,,24-36,4,13.5,Márquez,Kaprielian,Bard,2:59,D,23716,.12,+,
61,Tuesday Jun 8,boxscore,COL,@,MIA,L,2,6,,24-37,4,14.5,López,Senzatela,,2:45,N,4863,.15,-,
62,Wednesday Jun 9,boxscore,COL,@,MIA,W,4,3,,25-37,4,13.5,Gomber,Garrett,Bard,3:53,N,4563,.11,+,
63,Thursday Jun 10,boxscore,COL,@,MIA,L,4,11,,25-38,4,14.0,Rogers,González,,3:03,N,4965,.15,-,
64,Friday Jun 11,boxscore,COL,@,CIN,L,5,11,,25-39,4,15.0,Mahle,Freeland,,3:09,N,20505,.12,--,
65,Saturday Jun 12,boxscore,COL,@,CIN,L,3,10,,25-40,4,15.5,Miley,Márquez,,3:02,D,23765,.09,---,
66,Sunday Jun 13,boxscore,COL,@,CIN,L,2,6,,25-41,4,15.5,Hendrix,Senzatela,,3:11,D,18268,.08,----,
67,Monday Jun 14,boxscore,COL,,SDP,W,3,2,,26-41,4,15.5,Gomber,Lamet,Bard,2:37,N,23027,.07,+,
68,Tuesday Jun 15,boxscore,COL,,SDP,W,8,4,,27-41,4,15.5,Estévez,Hill,,3:26,N,22871,.07,++,
69,Wednesday Jun 16,boxscore,COL,,SDP,W-wo,8,7,,28-41,4,15.5,Estévez,Adams,,3:27,D,18798,.08,+++,
70,Thursday Jun 17,boxscore,COL,,MIL,W,7,3,,29-41,4,15.5,Márquez,Woodruff,,3:29,N,22756,.10,++++,
71,Friday Jun 18,boxscore,COL,,MIL,W-wo,6,5,10,30-41,4,15.5,Chacín,Williams,,3:30,N,27117,.12,+++++,
72,Saturday Jun 19,boxscore,COL,,MIL,L,5,6,,30-42,4,15.5,Richards,Kinley,Hader,3:40,N,34198,.12,-,
73,Sunday Jun 20,boxscore,COL,,MIL,L,6,7,,30-43,4,16.5,Williams,Bard,Boxberger,3:35,D,34224,.11,--,
74,Tuesday Jun 22,boxscore,COL,@,SEA,L,1,2,,30-44,4,17.5,Sewald,Kinley,Graveman,2:39,N,12879,.06,---,
75,Wednesday Jun 23,boxscore,COL,@,SEA,W,5,2,,31-44,4,17.5,Márquez,Sheffield,Bard,3:00,D,11141,.05,+,
76,Friday Jun 25,boxscore,COL,@,MIL,L-wo,4,5,11,31-45,4,18.5,Williams,Gilbreath,,4:21,D,31140,.07,-,
77,Saturday Jun 26,boxscore,COL,@,MIL,L,4,10,,31-46,4,19.5,Boxberger,Estévez,,3:40,D,32573,.06,--,
78,Sunday Jun 27,boxscore,COL,@,MIL,L,0,5,,31-47,4,19.5,Lauer,González,,3:09,D,25016,.04,---,
79,Monday Jun 28,boxscore,COL,,PIT,W,2,0,,32-47,4,18.5,Freeland,Anderson,Bard,3:02,D,32092,.03,+,
80,Tuesday Jun 29,boxscore,COL,,PIT,W,8,0,,33-47,4,17.5,Márquez,De Jong,,2:18,N,27915,.03,++,
81,Wednesday Jun 30,boxscore,COL,,PIT,W,6,2,,34-47,4,17.0,Gray,Kuhl,,3:27,D,20270,.04,+++,
82,Thursday Jul 1,boxscore,COL,,STL,W-wo,5,2,,35-47,4,16.0,Bard,Gallegos,,2:47,N,30410,.04,++++,
83,Friday Jul 2,boxscore,COL,,STL,L,3,9,10,35-48,4,17.0,Reyes,Almonte,,3:50,N,47224,.05,-,
84,Saturday Jul 3,boxscore,COL,,STL,W,3,2,,36-48,4,17.0,Chacín,Cabrera,Bard,3:23,N,48182,.04,+,
85,Sunday Jul 4,boxscore,COL,,STL,W-wo,3,2,,37-48,4,17.0,Lawrence,Reyes,,3:16,D,36891,.05,++,
86,Tuesday Jul 6,boxscore,COL,@,ARI,L-wo,3,4,,37-49,4,16.5,Soria,Bard,,3:17,N,6847,.06,-,
87,Wednesday Jul 7,boxscore,COL,@,ARI,L,4,6,,37-50,4,17.5,Peacock,Senzatela,Soria,3:02,N,7852,.04,--,
88,Thursday Jul 8,boxscore,COL,@,ARI,W,9,3,,38-50,4,17.0,González,Weems,,3:23,D,7740,.04,+,
89,Friday Jul 9,boxscore,COL,@,SDP,L,2,4,,38-51,4,18.0,Díaz,Freeland,Melancon,3:00,N,34953,.05,-,
90,Saturday Jul 10,boxscore,COL,@,SDP,W,3,0,,39-51,4,18.0,Márquez,Musgrove,Bard,3:06,N,42351,.03,+,
91,Sunday Jul 11,boxscore,COL,@,SDP,W,3,1,,40-51,4,18.0,Gray,Stammen,Bard,3:13,D,38235,.04,++,
92,Friday Jul 16,boxscore,COL,,LAD,L,4,10,,40-52,4,19.0,Urías,González,,3:17,N,44251,.05,-,
93,Saturday Jul 17,boxscore,COL,,LAD,L,2,9,,40-53,4,19.0,Buehler,Freeland,,2:56,N,48245,.03,--,
94,Sunday Jul 18,boxscore,COL,,LAD,W-wo,6,5,10,41-53,4,18.0,Givens,Bickford,,3:32,D,35513,.02,+,
95,Tuesday Jul 20,boxscore,COL,,SEA,L,4,6,,41-54,4,18.5,Gonzales,Márquez,Graveman,3:16,N,30715,.02,-,
96,Wednesday Jul 21,boxscore,COL,,SEA,W,6,3,,42-54,4,18.5,Gomber,Middleton,Bard,2:35,D,25053,.02,+,
97,Friday Jul 23,boxscore,COL,@,LAD,W,9,6,10,43-54,4,18.0,Bard,Sherfy,Gilbreath,4:06,N,43730,.03,++,
98,Saturday Jul 24,boxscore,COL,@,LAD,L,0,1,,43-55,4,18.0,Gonsolin,Freeland,Jansen,2:38,N,42245,.03,-,
99,Sunday Jul 25,boxscore,COL,@,LAD,L,2,3,,43-56,4,19.0,Bickford,Estévez,Kelly,3:19,D,42621,.03,--,
100,Monday Jul 26,boxscore,COL,@,LAA,L,2,6,,43-57,4,19.5,Ohtani,Márquez,,3:16,N,22751,.01,---,
101,Tuesday Jul 27,boxscore,COL,@,LAA,W,12,3,,44-57,4,19.5,Gomber,Suarez,,3:53,N,16115,.01,+,
102,Wednesday Jul 28,boxscore,COL,@,LAA,L,7,8,,44-58,4,19.5,Iglesias,Estévez,,3:38,N,16365,.02,-,
103,Thursday Jul 29,boxscore,COL,@,SDP,L,0,3,,44-59,4,20.5,Musgrove,Freeland,Melancon,2:53,N,31884,.02,--,
104,Friday Jul 30,boxscore,COL,@,SDP,W,9,4,,45-59,4,19.5,Gray,Weathers,,3:17,N,38686,.01,+,
105,Saturday Jul 31,boxscore,COL,@,SDP,W,5,3,,46-59,4,19.5,Márquez,Darvish,Bard,3:13,N,44144,.01,++,
106,Sunday Aug 1,boxscore,COL,@,SDP,L,1,8,,46-60,4,20.5,Stammen,Gomber,,3:02,D,36247,.02,-,
107,Tuesday Aug 3,boxscore,COL,,CHC,W,13,6,,47-60,4,20.0,Freeland,Davies,,3:04,N,38188,.01,+,
108,Wednesday Aug 4,boxscore,COL,,CHC,L,2,3,,47-61,4,21.0,Mills,Gray,Rodríguez,3:04,N,36205,.01,-,
109,Thursday Aug 5,boxscore,COL,,CHC,W,6,5,,48-61,4,21.0,Kinley,Jewell,Bard,3:10,D,30462,.01,+,
110,Friday Aug 6,boxscore,COL,,MIA,W,14,2,,49-61,4,20.0,Márquez,Alcántara,,2:51,N,28281,.01,++,
111,Saturday Aug 7,boxscore,COL,,MIA,W,7,4,,50-61,4,20.0,Gomber,Luzardo,Bard,3:17,N,39896,.01,+++,
112,Sunday Aug 8,boxscore,COL,,MIA,W,13,8,,51-61,4,20.0,Freeland,Hess,,3:06,D,34677,.01,++++,
113,Tuesday Aug 10,boxscore,COL,@,HOU,L,0,5,,51-62,4,21.0,Odorizzi,Gray,,3:28,N,28931,.01,-,
114,Wednesday Aug 11,boxscore,COL,@,HOU,L,1,5,,51-63,4,22.0,Valdez,Senzatela,,3:04,D,22200,.01,--,
115,Thursday Aug 12,boxscore,COL,@,SFG,L,0,7,,51-64,4,23.0,Webb,Márquez,,2:44,N,24295,.00,---,
116,Friday Aug 13,boxscore,COL,@,SFG,L,4,5,,51-65,4,24.0,DeSclafani,Gomber,Littell,3:13,N,36126,.00,----,
117,Saturday Aug 14,boxscore,COL,@,SFG,W,4,1,,52-65,4,23.0,Freeland,Leone,Bard,3:07,N,32282,.00,+,
118,Sunday Aug 15,boxscore,COL,@,SFG,L,2,5,,52-66,4,24.0,Wood,Gray,McGee,2:53,D,33337,.00,-,
119,Monday Aug 16,boxscore,COL,,SDP,W-wo,6,5,,53-66,4,24.0,Bard,Hudson,,2:32,N,24565,.00,+,
120,Tuesday Aug 17,boxscore,COL,,SDP,W,7,3,,54-66,4,24.0,Márquez,Strahm,,2:57,N,28139,.00,++,
121,Wednesday Aug 18,boxscore,COL,,SDP,W,7,5,,55-66,4,23.0,Bowden,Arrieta,Bard,3:10,D,20692,.01,+++,
122,Friday Aug 20,boxscore,COL,,ARI,W,9,4,,56-66,4,22.0,Stephenson,de Geus,,3:16,N,30243,.00,++++,
123,Saturday Aug 21,boxscore,COL,,ARI,W-wo,5,2,,57-66,4,22.0,Bard,Wendelken,,3:04,N,32699,.01,+++++,
124,Sunday Aug 22,boxscore,COL,,ARI,L,4,8,,57-67,4,23.0,Widener,Gray,,3:50,D,24552,.01,-,
125,Monday Aug 23,boxscore,COL,@,CHC,L-wo,4,6,,57-68,4,23.5,Rodríguez,Bard,,2:58,N,25577,.00,--,
126,Wednesday Aug 25 (1),boxscore,COL,@,CHC,L,2,5,7,57-69,4,24.5,Heuer,Gomber,Morgan,2:09,D,24161,.00,---,2021-08-24 (Inclement weather)
127,Wednesday Aug 25 (2),boxscore,COL,@,CHC,W,13,10,10,58-69,4,24.5,Bowden,Jewell,,4:18,N,24936,.00,+,
128,Friday Aug 27,boxscore,COL,@,LAD,W,4,2,,59-69,4,24.0,Freeland,Jackson,Estévez,3:10,N,40100,.01,++,
129,Saturday Aug 28,boxscore,COL,@,LAD,L,2,5,,59-70,4,25.0,Treinen,Bard,Jansen,3:42,N,42479,.01,-,
130,Sunday Aug 29,boxscore,COL,@,LAD,W,5,0,,60-70,4,24.0,Senzatela,White,,3:21,D,37569,.00,+,
131,Monday Aug 30,boxscore,COL,@,TEX,L,3,4,,60-71,4,24.0,Alexy,Márquez,Barlow,2:49,N,14990,.01,-,
132,Tuesday Aug 31,boxscore,COL,@,TEX,L,3,4,,60-72,4,24.0,Lyles,Gomber,Patton,3:16,N,18383,.01,--,
133,Wednesday Sep 1,boxscore,COL,@,TEX,W,9,5,,61-72,4,23.5,Chacín,Barlow,,4:01,D,14747,.00,+,
134,Thursday Sep 2,boxscore,COL,,ATL,L,5,6,,61-73,4,24.0,Webb,Almonte,Smith,2:51,N,21481,.00,-,
135,Friday Sep 3,boxscore,COL,,ATL,W,4,3,,62-73,4,24.0,Senzatela,Ynoa,Estévez,2:31,N,24371,.00,+,
136,Saturday Sep 4,boxscore,COL,,ATL,W,7,6,,63-73,4,23.0,Kinley,Minter,Estévez,3:10,N,35351,.00,++,
137,Sunday Sep 5,boxscore,COL,,ATL,L,2,9,,63-74,4,24.0,Morton,Feltner,,2:38,D,33957,.00,-,
138,Monday Sep 6,boxscore,COL,,SFG,L,5,10,,63-75,4,25.0,Gausman,Freeland,,3:27,D,27967,.00,--,
139,Tuesday Sep 7,boxscore,COL,,SFG,L,3,12,,63-76,4,26.0,Webb,González,,3:02,N,24387,.00,---,
140,Wednesday Sep 8,boxscore,COL,,SFG,L,4,7,,63-77,4,27.0,Rogers,Estévez,McGee,3:35,D,20358,.00,----,
141,Thursday Sep 9,boxscore,COL,@,PHI,W,4,3,,64-77,4,26.5,Gilbreath,Kennedy,Estévez,3:00,N,18071,.00,+,
142,Friday Sep 10,boxscore,COL,@,PHI,W,11,2,,65-77,4,26.5,Márquez,Falter,,3:39,N,22138,.00,++,
143,Saturday Sep 11,boxscore,COL,@,PHI,L,1,6,,65-78,4,27.5,Wheeler,Freeland,,3:17,N,23232,.00,-,
144,Sunday Sep 12,boxscore,COL,@,PHI,W,5,4,,66-78,4,27.5,Goudeau,Neris,Estévez,3:27,D,24099,.00,+,
145,Tuesday Sep 14,boxscore,COL,@,ATL,W,5,4,,67-78,4,28.0,Gray,Toussaint,Estévez,3:12,N,22579,.00,++,
146,Wednesday Sep 15,boxscore,COL,@,ATL,W,3,2,10,68-78,4,27.0,Estévez,Minter,Stephenson,4:16,N,21382,.00,+++,
147,Friday Sep 17,boxscore,COL,@,WSN,W,9,8,,69-78,4,26.5,Gilbreath,Finnegan,Estévez,4:04,N,21195,.00,++++,
148,Saturday Sep 18,boxscore,COL,@,WSN,W,6,0,,70-78,4,26.5,Freeland,Corbin,,3:06,D,29315,.00,+++++,
149,Sunday Sep 19,boxscore,COL,@,WSN,L,0,3,,70-79,4,26.5,Espino,Gray,Finnegan,3:01,D,26303,.00,-,
150,Tuesday Sep 21,boxscore,COL,,LAD,L,4,5,10,70-80,4,27.5,Jansen,Chacín,Vesia,3:30,N,23869,.00,--,
151,Wednesday Sep 22,boxscore,COL,,LAD,W,10,5,,71-80,4,27.5,Stephenson,Bruihl,,3:25,N,27013,.00,+,
152,Thursday Sep 23,boxscore,COL,,LAD,L,5,7,10,71-81,4,27.5,Jansen,Gilbreath,Treinen,4:01,D,22356,.00,-,
153,Friday Sep 24,boxscore,COL,,SFG,L,2,7,,71-82,4,28.5,Castro,Goudeau,,3:06,N,41613,.00,--,
154,Saturday Sep 25,boxscore,COL,,SFG,L,2,7,,71-83,4,29.5,Watson,Gray,,3:36,N,45063,.00,---,
155,Sunday Sep 26,boxscore,COL,,SFG,L,2,6,,71-84,4,30.5,Doval,Bard,,3:31,D,31043,.00,----,
156,Monday Sep 27,boxscore,COL,,WSN,L,4,5,,71-85,4,31.0,Gray,Márquez,Rainey,3:45,N,20388,.00,-----,
157,Tuesday Sep 28,boxscore,COL,,WSN,W,3,1,,72-85,4,31.0,Freeland,Corbin,Estévez,3:00,N,21693,.00,+,
158,Wednesday Sep 29,boxscore,COL,,WSN,W,10,5,,73-85,4,31.0,Goudeau,Thompson,,3:57,D,20613,.00,++,
159,Friday Oct 1,boxscore,COL,@,ARI,W,9,7,,74-85,4,31.5,Gilbreath,Wendelken,Estévez,3:22,N,15189,.00,+++,
160,Saturday Oct 2,boxscore,COL,@,ARI,L,2,11,,74-86,4,31.5,Gallen,Senzatela,,3:17,N,19418,.00,-,
161,Sunday Oct 3,boxscore,COL,@,ARI,L-wo,4,5,,74-87,4,32.5,Wendelken,Estévez,,3:21,D,12565,.00,--,